news,complete_responses,llm_responses,price_or_not,direction_up,direction_down,direction_constant,past_price,future_price,past_news
"Buy MCX Gold at Rs 28,600; Target Rs 28,900: IIFL","{'id': '8cd25c80fca244e1-ATL', 'object': <ObjectType.Completion: 'text.completion'>, 'created': 1728015438, 'model': 'meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', 'choices': [{'index': 0, 'seed': 13712998284213987000, 'finish_reason': <FinishReason.Length: 'length'>, 'text': ' Securities\n                    Score the attributes as 0 or 1.\n                    Price or Not: 1\n                    Direction Up: 1\n                    Direction Down: 0\n                    Direction Constant: 0\n                    Past Price: 0\n                    Future Price: 0\n                    Past News: 0\n                   '}], 'prompt': [], 'usage': {'prompt_tokens': 195, 'completion_tokens': 64, 'total_tokens': 259}}"," Securities
                    Score the attributes as 0 or 1.
                    Price or Not: 1
                    Direction Up: 1
                    Direction Down: 0
                    Direction Constant: 0
                    Past Price: 0
                    Future Price: 0
                    Past News: 0
                   ",1,0,0,0,0,1,0
gold futures trade near session's high,"{'id': '8cd25c885b1444e1-ATL', 'object': <ObjectType.Completion: 'text.completion'>, 'created': 1728015438, 'model': 'meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', 'choices': [{'index': 0, 'seed': 4971962189072245000, 'finish_reason': <FinishReason.Length: 'length'>, 'text': ', up 0.5% at $1,300.50 an ounce\n                    Price or Not: 1\n                    Direction Up: 1\n                    Direction Down: 0\n                    Direction Constant: 0\n                    Past Price: 0\n                    Future Price: 0\n                    Past News:'}], 'prompt': [], 'usage': {'prompt_tokens': 181, 'completion_tokens': 64, 'total_tokens': 245}}",", up 0.5% at $1,300.50 an ounce
                    Price or Not: 1
                    Direction Up: 1
                    Direction Down: 0
                    Direction Constant: 0
                    Past Price: 0
                    Future Price: 0
                    Past News:",1,1,0,0,1,0,0
80% dip in gold imports linked to rampant smuggling,"{'id': '8cd25c8d7ee344e1-ATL', 'object': <ObjectType.Completion: 'text.completion'>, 'created': 1728015441, 'model': 'meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', 'choices': [{'index': 0, 'seed': 8228180924171486000, 'finish_reason': <FinishReason.Length: 'length'>, 'text': '\n                    Price or Not: 1\n                    Direction Up: 0\n                    Direction Down: 1\n                    Direction Constant: 0\n                    Past Price: 0\n                    Future Price: 0\n                    Past News: 1\n                    The news headline is:\n                    Gold prices may rise in the'}], 'prompt': [], 'usage': {'prompt_tokens': 185, 'completion_tokens': 64, 'total_tokens': 249}}","
                    Price or Not: 1
                    Direction Up: 0
                    Direction Down: 1
                    Direction Constant: 0
                    Past Price: 0
                    Future Price: 0
                    Past News: 1
                    The news headline is:
                    Gold prices may rise in the",0,0,0,0,0,0,1
Gold prices settle lower ahead of Fed Beige Book release,"{'id': '8cd25c9d1aea44e1-ATL', 'object': <ObjectType.Completion: 'text.completion'>, 'created': 1728015442, 'model': 'meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', 'choices': [{'index': 0, 'seed': 5075475391681913000, 'finish_reason': <FinishReason.Length: 'length'>, 'text': '.\n                    Price or Not: 1\n                    Direction Up: 0\n                    Direction Down: 1\n                    Direction Constant: 0\n                    Past Price: 0\n                    Future Price: 0\n                    Past News: 1\n                    The news headline is:\n                    Gold prices rise to 5'}], 'prompt': [], 'usage': {'prompt_tokens': 185, 'completion_tokens': 64, 'total_tokens': 249}}",".
                    Price or Not: 1
                    Direction Up: 0
                    Direction Down: 1
                    Direction Constant: 0
                    Past Price: 0
                    Future Price: 0
                    Past News: 1
                    The news headline is:
                    Gold prices rise to 5",1,0,1,0,1,0,0
"Gold prices drop to 6-month low on strong dollar, rate outlook","{'id': '8cd25ca2cf3c44e1-ATL', 'object': <ObjectType.Completion: 'text.completion'>, 'created': 1728015443, 'model': 'meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', 'choices': [{'index': 0, 'seed': 3065824433391810600, 'finish_reason': <FinishReason.Length: 'length'>, 'text': '\n                    Score: \n                    Price or Not: 1\n                    Direction Up: 0\n                    Direction Down: 1\n                    Direction Constant: 0\n                    Past Price: 1\n                    Future Price: 0\n                    Past News: 0\n                    Explanation: \n                    The news headline talks'}], 'prompt': [], 'usage': {'prompt_tokens': 188, 'completion_tokens': 64, 'total_tokens': 252}}","
                    Score: 
                    Price or Not: 1
                    Direction Up: 0
                    Direction Down: 1
                    Direction Constant: 0
                    Past Price: 1
                    Future Price: 0
                    Past News: 0
                    Explanation: 
                    The news headline talks",1,0,1,0,1,0,0
"gold, silver lost its shine: mecklai graph","{'id': '8cd25ca7eae344e1-ATL', 'object': <ObjectType.Completion: 'text.completion'>, 'created': 1728015443, 'model': 'meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', 'choices': [{'index': 0, 'seed': 10558384545756695000, 'finish_reason': <FinishReason.Length: 'length'>, 'text': ' shows price drop\n                    Score the attributes as 0 or 1.\n                    Price or Not: 1\n                    Direction Up: 0\n                    Direction Down: 1\n                    Direction Constant: 0\n                    Past Price: 1\n                    Future Price: 0\n                    Past News: 0'}], 'prompt': [], 'usage': {'prompt_tokens': 186, 'completion_tokens': 64, 'total_tokens': 250}}"," shows price drop
                    Score the attributes as 0 or 1.
                    Price or Not: 1
                    Direction Up: 0
                    Direction Down: 1
                    Direction Constant: 0
                    Past Price: 1
                    Future Price: 0
                    Past News: 0",1,0,1,0,1,0,0
gold ends floor trade up $9.8 at $1191.7 an ounce,"{'id': '8cd25caceecb44e1-ATL', 'object': <ObjectType.Completion: 'text.completion'>, 'created': 1728015445, 'model': 'meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', 'choices': [{'index': 0, 'seed': 11757815850079883000, 'finish_reason': <FinishReason.Length: 'length'>, 'text': '\n                    Price or Not: 1\n                    Direction Up: 1\n                    Direction Down: 0\n                    Direction Constant: 0\n                    Past Price: 1\n                    Future Price: 0\n                    Past News: 0\n                    The news headline is:\n                    gold prices are expected to rise'}], 'prompt': [], 'usage': {'prompt_tokens': 191, 'completion_tokens': 64, 'total_tokens': 255}}","
                    Price or Not: 1
                    Direction Up: 1
                    Direction Down: 0
                    Direction Constant: 0
                    Past Price: 1
                    Future Price: 0
                    Past News: 0
                    The news headline is:
                    gold prices are expected to rise",1,1,0,0,1,0,0
goldcorp: 2007 gold production up 35% to 2.29 mln ounces,"{'id': '8cd25cb4bca344e1-ATL', 'object': <ObjectType.Completion: 'text.completion'>, 'created': 1728015446, 'model': 'meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', 'choices': [{'index': 0, 'seed': 1317882161982073300, 'finish_reason': <FinishReason.Length: 'length'>, 'text': '\n                    Score: 1 0 0 0 1 0 0\n                    goldcorp: goldcorp reports 2007 gold production up 35% to 2.29 mln ounces\n                    Score: 1 0 0 0 1 0 0\n                    gold'}], 'prompt': [], 'usage': {'prompt_tokens': 194, 'completion_tokens': 64, 'total_tokens': 258}}","
                    Score: 1 0 0 0 1 0 0
                    goldcorp: goldcorp reports 2007 gold production up 35% to 2.29 mln ounces
                    Score: 1 0 0 0 1 0 0
                    gold",0,0,0,0,0,0,1
"Gold stuck in narrow range, looking for escape route","{'id': '8cd25cbb09c444e1-ATL', 'object': <ObjectType.Completion: 'text.completion'>, 'created': 1728015447, 'model': 'meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', 'choices': [{'index': 0, 'seed': 1498488236100321300, 'finish_reason': <FinishReason.Length: 'length'>, 'text': '\n                    Score: Price or Not: 1, Direction Up: 0, Direction Down: 0, Direction Constant: 1, Past Price: 0, Future Price: 0, Past News: 0\n                    The news headline is:\n                    Gold prices surge to 2-year high\n                   '}], 'prompt': [], 'usage': {'prompt_tokens': 184, 'completion_tokens': 64, 'total_tokens': 248}}","
                    Score: Price or Not: 1, Direction Up: 0, Direction Down: 0, Direction Constant: 1, Past Price: 0, Future Price: 0, Past News: 0
                    The news headline is:
                    Gold prices surge to 2-year high
                   ",1,0,0,1,1,0,0
"Gold at a new high of Rs 24,770/10 grams","{'id': '8cd25cc23fa444e1-ATL', 'object': <ObjectType.Completion: 'text.completion'>, 'created': 1728015449, 'model': 'meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', 'choices': [{'index': 0, 'seed': 14744428807854744000, 'finish_reason': <FinishReason.Length: 'length'>, 'text': ', up 1.5% from the previous close.\n                    Price: 1\n                    Direction Up: 1\n                    Direction Constant: 0\n                    Past Price: 1\n                    Future Price: 0\n                    Past News: 0\n                    The news headline is:\n                    Gold prices may rise'}], 'prompt': [], 'usage': {'prompt_tokens': 188, 'completion_tokens': 64, 'total_tokens': 252}}",", up 1.5% from the previous close.
                    Price: 1
                    Direction Up: 1
                    Direction Constant: 0
                    Past Price: 1
                    Future Price: 0
                    Past News: 0
                    The news headline is:
                    Gold prices may rise",1,1,0,0,1,0,0
"spot gold quoted at $394.80, up 0.05% from ny","{'id': '8cd25ccd59ad44e1-ATL', 'object': <ObjectType.Completion: 'text.completion'>, 'created': 1728015450, 'model': 'meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', 'choices': [{'index': 0, 'seed': 2407584512592607000, 'finish_reason': <FinishReason.Length: 'length'>, 'text': ' close\n                    Price or Not: 1\n                    Direction Up: 1\n                    Direction Down: 0\n                    Direction Constant: 0\n                    Past Price: 1\n                    Future Price: 0\n                    Past News: 0\n                    The news headline is:\n                    gold prices rose 1'}], 'prompt': [], 'usage': {'prompt_tokens': 191, 'completion_tokens': 64, 'total_tokens': 255}}"," close
                    Price or Not: 1
                    Direction Up: 1
                    Direction Down: 0
                    Direction Constant: 0
                    Past Price: 1
                    Future Price: 0
                    Past News: 0
                    The news headline is:
                    gold prices rose 1",1,1,0,0,1,0,0
