prompt,answer,book_name,chapter_number,chapter_name
"33. In 1990, the GDP of Canada was $680 billion as measured in Canadian dollars, and the exchange rate was that $1 Canadian was worth 85 U.S. cents. In 2000, the GDP of Canada was $1000 billion as measured in Canadian dollars, and the exchange rate was that $1 Canadian was worth 69 U.S. cents. By what percentage did the GDP of Canada increase from 1990 to 2000 in Canadian dollars?

A: 19.4%
B: 47%
C: 68%
D: 147%",B: 47%,"Principles of Economics, 3rd Edition",19,macro perspective
"34. The Czech Republic has a GDP of 2,000 billion koruny. The exchange rate is 20 koruny per U.S. dollar. The Czech population is 20 million. Calculate the per capita GDP of the Czech Republic in U.S. dollars.

A: $5
B: $100,000
C: $500
D: $5000",D: $5000,"Principles of Economics, 3rd Edition",19,macro perspective
"35. The gap between exports and imports in a nation's economy is called the ___________.

A: trade surplus
B: trade balance
C: trade deficit
D: trade inventory",B: trade balance,"Principles of Economics, 3rd Edition",19,macro perspective
"36. _______________, which can be approximated by the growth of gross domestic product, ultimately determines the prevailing standard of living in a country.

A: Trade balance
B: Inflation
C: Education
D: Economic growth",D: Economic growth,"Principles of Economics, 3rd Edition",19,macro perspective
"37. Once every __________, the Census Bureau does a comprehensive survey of housing and residential finance.

A: month
B: 5 years
C: 10 years
D: 20 years",C: 10 years,"Principles of Economics, 3rd Edition",19,macro perspective
"38. On the supply side of the GDP, Structures account for around __________ of U.S. GDP.

A: 7%
B: 17%
C: 37%
D: 57%",A: 7%,"Principles of Economics, 3rd Edition",19,macro perspective
"39. The change in inventories, a component of aggregate supply, comprises roughly __________ of GDP.

A: 20%
B: 10%
C: 1%
D: 0.5%",D: 0.5%,"Principles of Economics, 3rd Edition",19,macro perspective
"40. Which of the following statements is true?

A: GDP includes spending on recreation and travel, but it does not cover leisure time.
B: GDP does not include production that is exchanged in the market, but it does cover production that is not exchanged in the market.
C: GDP does not include newly produced goods and services, but counts the buying and selling of previously existing assets
D: GDP includes production that is not exchanged in the market","A: GDP includes spending on recreation and travel, but it does not cover leisure time.","Principles of Economics, 3rd Edition",19,macro perspective
"41. The difference between nominal GDP and real GDP is:

A: nominal GDP measures actual productivity
B: nominal GDP adjusts for inflation
C: real GDP adjusts for inflation
D: real GDP excludes imports and exports",C: real GDP adjusts for inflation,"Principles of Economics, 3rd Edition",19,macro perspective
"42. The nominal value of any economic statistic refers to the number that is actually announced at that time, while the ________________ refers to the statistic after it has been adjusted for inflation.

A: empirical value
B: adjusted value
C: real value
D: net value",C: real value,"Principles of Economics, 3rd Edition",19,macro perspective
"1. The term ______________________ refers to a market exchange that affects a third party who is outside or external to the exchange.

A: social costs
B: spillover
C: market failure
D: private costs",B: spillover,"Principles of Economics, 3rd Edition",12,env protection negative externalities
"2. Using the term ""spillover"" is a less formal means of describing

A: an externality.
B: social costs.
C: private costs.
D: market failure.",A: an externality.,"Principles of Economics, 3rd Edition",12,env protection negative externalities
"3. ______________________ describes a situation where a third party, outside the transaction, suffers from a market transaction by others.

A: Negative externality
B: Positive externality
C: A spillover
D: A market failure",A: Negative externality,"Principles of Economics, 3rd Edition",12,env protection negative externalities
"4. A positive externality arises in a situation where a third party, outside the transaction,

A: fails to allocate resources efficiently.
B: suffers from a market transaction by others.
C: benefits from a market transaction by others.
D: pays a pollution tax to balance social costs.",C: benefits from a market transaction by others.,"Principles of Economics, 3rd Edition",12,env protection negative externalities
"5. ______________________ include both the private costs incurred by firms and also costs incurred by third parties outside the production process.

A: Social costs
B: Private costs
C: Market costs
D: External costs",A: Social costs,"Principles of Economics, 3rd Edition",12,env protection negative externalities
"6. Market failure describes a situation in which the market itself ______________________ in a way that balances social costs and benefits.

A: remains outside the transaction
B: incurs the costs outside the production process
C: fails to allocate resources efficiently
D: avoids externalities",C: fails to allocate resources efficiently,"Principles of Economics, 3rd Edition",12,env protection negative externalities
"7. Command-and-control regulation is a body of law that

A: fails to consider private costs of firms.
B: specifies allowable quantities of pollution.
C: details which pollution-control technologies must be used.
D: can include both b and c.",D: can include both b and c.,"Principles of Economics, 3rd Edition",12,env protection negative externalities
"8. A pollution charge is a form of tax imposed on

A: the quantity of pollution that a firm emits.
B: pollution control technologies.
C: every economy in the world.
D: low-income market-orientated industries.",A: the quantity of pollution that a firm emits.,"Principles of Economics, 3rd Edition",12,env protection negative externalities
"9. Property rights are the legal rights of ownership on which others are

A: allowed to infringe by paying the property owner's pollution tax.
B: able to enforce use of pollution-control technologies.
C: able to specify allowable quantities of pollution.
D: not allowed to infringe without paying compensation.",D: not allowed to infringe without paying compensation.,"Principles of Economics, 3rd Edition",12,env protection negative externalities
